model,horizon,item_id,n,mae,rmse,mase,rmsse,mean_actual,bias,worst_abs_error
Chronos2-COV-LEAN,72,GJBC_BLOCK_1_A3,1715,0.1027456934804819,0.15005455326167047,0.6093543682006086,0.5464908893427151,0.18946938775510205,0.02158942914791079,1.2583110707998275
Chronos2-COV-LEAN,72,GJBC_BLOCK_1_A4_RO,1715,0.0042779245635931745,0.021631232443599213,0.071696484884044,0.1088864813211733,0.0042507288629737615,0.004139046754385278,0.42998451012652367
Chronos2-COV-LEAN,72,GJBC_BLOCK_2_A1,1713,0.11969562631215676,0.21497410970360997,0.5744507162831217,0.6079564662892317,0.405563339171045,0.0021533513264007514,1.25408802986145
Chronos2-COV-LEAN,72,GJBC_LAW_BLOCK_3_A4_BOYS,1715,0.5908910342805935,0.9795764854212186,0.7135640331904102,0.6115520420350831,1.2839475218658893,0.17405038264054945,5.372851972579956
Chronos2-COV-LEAN,72,GJBC_LAW_BLOCK_3__A1,1706,0.3833808466697774,1.4359325820253062,1.5549449779968845,1.3060408934005647,0.6290328253223916,0.23830710563123023,14.652413742542267
Chronos2-COV-LEAN,72,GJBC_LAW_BLOCK_3__A2,1715,0.18354891144499486,0.36064446845635606,0.4297549610601673,0.19677435165324658,0.427399416909621,-0.05132380835724989,2.813396453857422
Chronos2-COV-LEAN,72,GJBC_LAW_BLOCK_3__A3_GIRLS,1715,0.1552783329935185,0.2108293414262475,0.6087392975910776,0.4654078397345618,0.3349037900874635,-0.038040568303436294,1.1366547226905823
Chronos2-COV-LEAN,72,G_BLOCK,1715,0.3565270885107468,0.7693144228531209,0.7066124929826233,0.6743821670244622,1.0166763848396503,-0.08440467341300698,12.532572922706605
Chronos2-COV-LEAN,72,I&H_BLOCK,1715,0.3007293292954781,1.4756915996640017,0.7973403294561445,1.4078401927191677,0.29879883381924194,0.2839277071452349,19.728700717687605
Chronos2-COV-LEAN,72,INFORMATION_CENTRE,1715,0.01758402167969864,0.07011672073666965,2.04803979047933,1.1747020640985533,0.017247813411078717,0.01660527780718298,0.5892806231603026
Chronos2-COV-LEAN,72,IT_BLOCK,1715,0.06325504074378195,0.13031800839470511,1.0837554750898626,0.8071357756227168,0.09289795918367347,0.03185362715267579,1.0746159717440604
Chronos2-COV-LEAN,72,ME_WORKSHOP_BLOCK,1715,0.02575597420273995,0.04663910536092472,0.15544166952183183,0.06300615366979927,0.0361399416909621,0.010991011931145505,0.5656334114074707
Chronos2-COV-LEAN,72,MM_BLOCK,1715,0.24243266495601776,0.3760997103872369,0.5480113422248976,0.4838337411347526,1.136932944606414,-0.04114470744480545,1.765167474746704
Chronos2-COV-LEAN,72,MRD_BLOCK,1715,0.8130211809355733,1.368861279557426,0.6755482985878931,0.47654609244158835,1.4237551020408161,0.37521645525245556,10.570625443458557
Chronos2-COV-LEAN,72,NBX,1706,0.3327911781838463,0.8434496066779213,0.7859474735714689,0.8309734089806583,0.7730070339976554,0.08207316235459004,15.850837337970734
Chronos2-COV-LEAN,72,NEW_BLOCK,1715,0.035536361024956664,0.06464026763738989,0.5139796430496361,0.48534597128263585,0.17590087463556853,0.007207379022075553,0.3793932795524597
Chronos2-COV-LEAN,72,NEW_BLOCK_RO,1715,0.00043960109517336677,0.0019225443179825734,0.21881018494712662,0.05808354125553888,0.00037900874635568517,0.00030818222022721266,0.009982555280439556
Chronos2-COV-LEAN,72,TECH_PARK,1715,0.18076294065147377,0.343184988828773,0.5271848360093382,0.34339949683037246,0.40137609329446067,-0.008372106452725023,3.7931257820129396
Chronos2-COV-LEAN,168,BE_BLOCK_OHT,4019,0.7210017113502893,1.1838030461578293,0.7604796058696518,0.7409891298642107,1.8786290121920877,0.342172370830796,6.968673572540283
Chronos2-COV-LEAN,168,BE_BLOCK_RO,4019,0.00809810601075651,0.014319483490052548,0.613020906975413,0.229539398587432,0.01094302065190346,0.0038359628293527007,0.10557190619409085
Chronos2-COV-LEAN,168,CRICKET_GROUND_OHT,4019,0.009085662982445819,0.03190850908462987,0.16163321033679673,0.2488229979048232,0.008621547648668822,0.007486106134658208,0.5590452826023102
Chronos2-COV-LEAN,168,F_BLOCK,4019,0.3577538625999421,0.7648298203927371,0.6135700745199945,0.6344118739833424,0.712963423737248,0.19493031839762023,11.462493603229523
Chronos2-COV-LEAN,168,GJBC_BLOCK_1_A1_BOYS,4019,0.08297315683166728,0.12003977350174241,0.6242078847810306,0.5592664013627571,0.15860413038069174,0.01164667126476305,0.9856548613309861
Chronos2-COV-LEAN,168,GJBC_BLOCK_1_A2_GIRLS,4019,0.08002324109240296,0.12444476727245085,0.5875360068524921,0.5811971619423345,0.16429957700920625,0.0203954106162187,1.0599247294664382
Chronos2-COV-LEAN,168,GJBC_BLOCK_1_A3,4019,0.10537587771526348,0.15355387977433857,0.6248455742274458,0.5589915194672042,0.18890768847972134,0.021209067832877845,1.282014809846878
Chronos2-COV-LEAN,168,GJBC_BLOCK_1_A4_RO,4019,0.004184239914763716,0.0201492495171379,0.07007231708087035,0.10123594510684925,0.0041602388653894,0.004061838210480783,0.43
Chronos2-COV-LEAN,168,GJBC_BLOCK_2_A1,4013,0.12133999664914778,0.21695104710639634,0.5822887128052179,0.6134767801079548,0.3998504859207575,0.0008381383706588848,1.2736815071105956
Chronos2-COV-LEAN,168,GJBC_LAW_BLOCK_3_A4_BOYS,4019,0.6075556608663027,0.994881917368919,0.7337239958248215,0.6210654514532091,1.2819656631002738,0.18294741266371156,5.366082792282104
Chronos2-COV-LEAN,168,GJBC_LAW_BLOCK_3__A1,3995,0.41388451184379,1.5736486854265361,1.6791198346278362,1.4302387493993325,0.6534518147684606,0.2659995009758893,18.12611847758293
Chronos2-COV-LEAN,168,GJBC_LAW_BLOCK_3__A2,4019,0.19189066436819308,0.37823128024684094,0.44897756103291775,0.2060922047688308,0.41123413784523516,-0.069986824714654,2.889831066131592
Chronos2-COV-LEAN,168,GJBC_LAW_BLOCK_3__A3_GIRLS,4019,0.1665943825271599,0.22736659094523856,0.6528567126393142,0.5015367830029351,0.323018163722319,-0.059388389990501174,1.1791313767433167
Chronos2-COV-LEAN,168,G_BLOCK,4019,0.3663012364178221,0.7834088746225256,0.7260464556016433,0.6861640212163028,1.0174222443393879,-0.08738022991779817,12.550844368934632
Chronos2-COV-LEAN,168,I&H_BLOCK,4019,0.30694828527206275,1.457066488129688,0.8143803375903096,1.3950728367233758,0.30510077133615326,0.29030110972249173,19.732473036050795
Chronos2-COV-LEAN,168,INFORMATION_CENTRE,4019,0.0157165124467508,0.06524535478290217,1.8232659432898297,1.0914134108436513,0.015349589450111969,0.014705631424994774,0.5896713511645794
Chronos2-COV-LEAN,168,IT_BLOCK,4019,0.06197793295956883,0.12934783267449645,1.0627457521722083,0.801552794764369,0.09161731774073154,0.033188358751283446,1.0831342056393622
Chronos2-COV-LEAN,168,ME_WORKSHOP_BLOCK,4019,0.025245263960289404,0.04496979742826482,0.15231878553506686,0.06071418163366486,0.03508584224931575,0.009374123328574175,0.5628482390940189
Chronos2-COV-LEAN,168,MM_BLOCK,4019,0.24951397035097594,0.3861376902003498,0.5640126010002029,0.496731514275356,1.1247001741726799,-0.050668937204844555,1.8244661092758179
Chronos2-COV-LEAN,168,MRD_BLOCK,4019,0.8249103398760861,1.3789084327565848,0.6852737953559562,0.4799335050290801,1.4343468524508582,0.4026737653642604,10.560436744689941
Chronos2-COV-LEAN,168,NBX,3998,0.3086446554339367,0.6423348615420028,0.7286997405617429,0.6312972305574341,0.7322611305652826,0.04072662785120043,15.849554646015168
Chronos2-COV-LEAN,168,NEW_BLOCK,4019,0.03563672905657593,0.0654036398926339,0.5154942118771317,0.49112713884641446,0.17475491415775066,0.006971744895129691,0.39136481285095215
Chronos2-COV-LEAN,168,NEW_BLOCK_RO,4019,0.0004033351551500826,0.0019145067605552354,0.2008476145819206,0.057864460617935515,0.0003732271709380443,0.00033605047425152754,0.01
Chronos2-COV-LEAN,168,TECH_PARK,4019,0.17543949886811672,0.33616614917271187,0.5116321361852307,0.3361641549151839,0.39104005971634737,-0.014769142241909833,3.9619554018974306
Chronos2-COV-XL,6,BE_BLOCK_OHT,142,0.6441651659280482,0.994364276121754,0.679162799485032,0.6221425741160839,1.7737323943661973,0.08129992280207891,5.238066997528076
